50,3,6,1,1,Alabama,Autauga County,54571,54571,54684,55275,55192,55136,55395,113,591,-83,-56,259,171,636,615,593,618,152,505,563,535,492,19,131,52,58,126,33,16,12,12,11,52,398,-155,-161,129,85,414,-143,-149,140,9,46,8,35,-7,455,455,455,455,455,455,11.56794805,11.13454697,10.74976434,11.18238322,9.185241772,10.19308934,9.698353999,8.902479847,2.382706281,0.94145763,1.05141034,2.279903376,0.291017561,0.217259453,0.217533174,0.199039184,7.239061832,-2.806267935,-2.918570082,2.334186789,7.530079393,-2.589008482,-2.701036908,2.533225973
50,3,6,1,3,Alabama,Baldwin County,182265,182265,183216,186694,190561,195443,200111,951,3478,3867,4882,4668,548,2187,2093,2162,2169,537,1819,1884,1912,1947,11,368,209,250,222,67,247,269,284,283,851,2692,3364,4244,3779,918,2939,3633,4528,4062,22,171,25,104,384,2307,2307,2262,2244,2297,2296,11.82449785,11.09594306,11.20195646,10.96689706,9.834824687,9.987939192,9.906633092,9.844420737,1.989673164,1.10800387,1.295323365,1.122476324,1.335459977,1.426091106,1.471487342,1.430904504,14.55489173,17.834091,21.98940944,19.10737851,15.89035171,19.26018211,23.46089678,20.53828302
50,3,6,1,5,Alabama,Barbour County,27457,27457,27336,27225,27169,26978,26887,-121,-111,-56,-191,-91,69,334,300,263,285,131,320,291,285,307,-62,14,9,-22,-22,2,4,-1,-1,1,-64,-130,-65,-190,-60,-62,-126,-66,-191,-59,3,1,1,22,-10,3193,3193,3382,3389,3390,3402,12.24317736,11.03062838,9.714296268,10.58201058,11.72999029,10.69970953,10.526899,11.39886754,0.513187075,0.330918851,-0.81260273,-0.816856957,0.146624879,-0.036768761,-0.036936488,0.037129862,-4.765308554,-2.389969482,-7.017932665,-2.227791701,-4.618683675,-2.426738243,-7.054869152,-2.19066184
50,3,6,1,7,Alabama,Bibb County,22915,22919,22879,22740,22634,22504,22506,-40,-139,-106,-130,2,57,266,245,250,243,28,278,238,229,227,29,-12,7,21,16,2,1,0,3,3,-69,-128,-113,-152,-8,-67,-127,-113,-149,-5,-2,0,0,-2,-9,2224,2224,2224,2225,2224,2224,11.66180758,10.79913607,11.07714121,10.79760053,12.18790416,10.49058932,10.14666135,10.08664741,-0.526096583,0.308546745,0.930479862,0.710953122,0.043841382,0,0.132925695,0.13330371,-5.611696881,-4.980826024,-6.734901857,-0.355476561,-5.567855499,-4.980826024,-6.601976162,-0.22217285
50,3,6,1,9,Alabama,Blount County,57322,57322,57344,57694,57748,57720,57719,22,350,54,-28,-1,152,744,711,645,676,131,566,593,563,564,21,178,118,82,112,5,15,7,11,12,-3,102,-66,-99,-114,2,117,-59,-88,-102,-1,55,-5,-22,-11,489,489,489,489,489,489,12.93485631,12.31787391,11.17192642,11.71181317,9.840226708,10.27355728,9.751619496,9.771394416,3.094629601,2.044316627,1.420306925,1.940418749,0.260783393,0.12127302,0.190528978,0.207902009,1.773327075,-1.143431333,-1.7147608,-1.975069084,2.034110468,-1.022158313,-1.524231822,-1.767167075
50,3,6,1,11,Alabama,Bullock County,10914,10915,10886,10623,10589,10605,10764,-29,-263,-34,16,159,39,169,122,129,132,52,132,119,92,111,-13,37,3,37,21,7,16,13,13,14,-23,-333,-50,-18,128,-16,-317,-37,-5,142,0,17,0,-16,-4,1690,1690,1690,1779,1716,1726,15.71435213,11.50292287,12.17325658,12.35434508,12.27393184,11.22006412,8.681702369,10.38888109,3.440420289,0.282858759,3.491554214,1.96546399,1.487749314,1.22572129,1.226762291,1.310309327,-30.9637826,-4.714312653,-1.698593942,11.97997099,-29.47603329,-3.488591363,-0.47183165,13.29028031
50,3,6,1,13,Alabama,Butler County,20947,20946,20945,20676,20409,20289,20296,-1,-269,-267,-120,7,68,274,241,247,252,62,263,277,262,238,6,11,-36,-15,14,0,6,6,6,6,-3,-293,-240,-108,-1,-3,-287,-234,-102,5,-4,7,3,-3,-12,333,333,333,333,333,333,13.16643041,11.73177559,12.13818861,12.41838118,12.63785109,13.48423999,12.87532557,11.72847111,0.528579323,-1.752464403,-0.73713696,0.689910065,0.288315994,0.292077401,0.294854784,0.295675742,-14.07943106,-11.68309602,-5.307386112,-0.04927929,-13.79111506,-11.39101862,-5.012531328,0.246396452
50,3,6,1,15,Alabama,Calhoun County,118572,118586,118443,117760,117264,116547,115916,-143,-683,-496,-717,-631,323,1385,1355,1327,1292,311,1327,1361,1418,1401,12,58,-6,-91,-109,6,27,43,33,31,-157,-726,-534,-643,-471,-151,-699,-491,-610,-440,-4,-42,1,-16,-82,2933,2934,2878,2956,2809,2809,11.72720076,11.53073729,11.3510485,11.11574745,11.23609776,11.5817959,12.12945499,12.0535311,0.491102992,-0.051058615,-0.778406491,-0.937783647,0.22861691,0.365920076,0.282279277,0.266709111,-6.147254692,-4.544216761,-5.50016894,-4.052257779,-5.918637782,-4.178296685,-5.217889663,-3.785548668
50,3,6,1,17,Alabama,Chambers County,34215,34170,34111,34004,34087,34175,34076,-59,-107,83,88,-99,94,401,393,396,404,80,442,475,472,452,14,-41,-82,-76,-48,7,31,29,32,32,-76,-93,132,112,-88,-69,-62,161,144,-56,-4,-4,4,20,5,458,458,458,458,458,458,11.77420539,11.54337578,11.60235563,11.83865438,12.97805182,13.95191729,13.82907035,13.24522718,-1.203846436,-2.408541511,-2.226714717,-1.406572797,0.910225354,0.851801266,0.937564091,0.937715198,-2.730676063,3.877164383,3.28147432,-2.578716795,-1.820450708,4.728965649,4.219038411,-1.641001597
50,3,6,1,19,Alabama,Cherokee County,25989,25986,25968,26073,26017,26115,26037,-18,105,-56,98,-78,47,221,245,244,243,110,309,334,328,307,-63,-88,-89,-84,-64,3,5,5,5,5,44,164,32,150,5,47,169,37,155,10,-2,24,-4,27,-24,290,290,290,290,290,290,8.493303357,9.40679593,9.360853219,9.318913944,11.87525221,12.82395853,12.58344203,11.77327811,-3.381948848,-3.417162603,-3.222588813,-2.454364166,0.192156185,0.191975427,0.191820763,0.191747201,6.302722853,1.228642734,5.75462288,0.191747201,6.494879038,1.420618161,5.946443643,0.383494401
50,3,6,1,21,Alabama,Chilton County,43643,43631,43682,43749,43709,43836,43931,51,67,-40,127,95,142,564,565,558,558,142,474,495,476,466,0,90,70,82,92,8,18,13,16,19,48,-60,-120,15,6,56,-42,-107,31,25,-5,19,-3,14,-22,393,393,393,393,393,393,12.90160241,12.92048755,12.74772974,12.71548532,10.84283607,11.31971918,10.87440745,10.61902537,2.058766342,1.600768369,1.873322291,2.096459945,0.411753268,0.297285554,0.365526301,0.432964554,-1.372510894,-2.744174347,0.342680907,0.136725649,-0.960757626,-2.446888792,0.708207208,0.569690203
50,3,6,1,23,Alabama,Choctaw County,13859,13858,13849,13604,13559,13397,13323,-9,-245,-45,-162,-74,37,114,110,130,127,21,160,144,196,177,16,-46,-34,-66,-50,1,3,3,3,3,-23,-213,-10,-112,-18,-22,-210,-7,-109,-15,-3,11,-4,13,-9,129,129,129,129,129,129,8.305103267,8.09925266,9.645347975,9.505988024,11.65628529,10.60265803,14.54221695,13.24850299,-3.35118202,-2.503405368,-4.896868972,-3.74251497,0.218555349,0.220888709,0.222584953,0.224550898,-15.51742979,-0.736295696,-8.309838255,-1.347305389,-15.29887444,-0.515406987,-8.087253302,-1.122754491
